@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute action {0,1,2,3,4,5}

@data
5470,'2019/02/20 21:33:54:186',10,0.473805,0.001208,4
5471,'2019/02/20 21:33:54:197',10,0.474035,0.002164,4
5472,'2019/02/20 21:33:54:208',10,0.474035,0.002164,4
5473,'2019/02/20 21:33:54:219',10,0.474488,0.004451,4
5474,'2019/02/20 21:33:54:230',10,0.474488,0.004451,4
5475,'2019/02/20 21:33:54:241',10,0.477756,0.00426,4
5476,'2019/02/20 21:33:54:252',10,0.477756,0.00426,4
5477,'2019/02/20 21:33:54:263',10,0.470578,0.003413,4
5478,'2019/02/20 21:33:54:274',10,0.470578,0.003413,4
5479,'2019/02/20 21:33:54:285',10,0.471344,0.00759,4
5480,'2019/02/20 21:33:54:297',10,0.470318,0.002317,4
5481,'2019/02/20 21:33:54:307',10,0.470318,0.002317,4
5482,'2019/02/20 21:33:54:322',10,0.470318,0.002317,4
5483,'2019/02/20 21:33:54:332',10,0.470318,0.002317,4
5484,'2019/02/20 21:33:54:344',10,0.470578,0.003413,4
5485,'2019/02/20 21:33:54:354',10,0.470578,0.003413,4
5486,'2019/02/20 21:33:54:366',10,0.470835,0.004645,4
5487,'2019/02/20 21:33:54:377',10,0.471091,0.006031,4
5488,'2019/02/20 21:33:54:388',10,0.471091,0.006031,4
5489,'2019/02/20 21:33:54:399',10,0.471091,0.006031,4
5490,'2019/02/20 21:33:54:409',10,0.471091,0.006031,4
5491,'2019/02/20 21:33:54:421',10,0.471091,0.006031,4
5492,'2019/02/20 21:33:54:431',10,0.471091,0.006031,4
5493,'2019/02/20 21:33:54:443',10,0.470578,0.003413,4
5494,'2019/02/20 21:33:54:456',10,0.470578,0.003413,4
5495,'2019/02/20 21:33:54:465',10,0.474262,0.00324,4
5496,'2019/02/20 21:33:54:476',10,0.477361,0.002013,4
5497,'2019/02/20 21:33:54:487',10,0.477361,0.002013,4
5498,'2019/02/20 21:33:54:498',10,0.474712,0.005813,4
5499,'2019/02/20 21:33:54:508',10,0.474712,0.005813,4
5500,'2019/02/20 21:33:54:520',10,0.471595,0.009342,4
5501,'2019/02/20 21:33:54:530',10,0.471595,0.009342,4
5502,'2019/02/20 21:33:54:542',10,0.474262,0.00324,4
5503,'2019/02/20 21:33:54:552',10,0.474262,0.00324,4
5504,'2019/02/20 21:33:54:564',10,0.474262,0.00324,4
5505,'2019/02/20 21:33:54:575',10,0.474262,0.00324,4
5506,'2019/02/20 21:33:54:586',10,0.474262,0.00324,4
5507,'2019/02/20 21:33:54:597',10,0.474712,0.005813,4
5508,'2019/02/20 21:33:54:608',10,0.474712,0.005813,4
5509,'2019/02/20 21:33:54:619',10,0.474262,0.00324,4
5510,'2019/02/20 21:33:54:629',10,0.474262,0.00324,4
5511,'2019/02/20 21:33:54:641',10,0.474035,0.002164,4
5512,'2019/02/20 21:33:54:655',10,0.474035,0.002164,4
5513,'2019/02/20 21:33:54:666',10,0.474262,0.00324,4
5514,'2019/02/20 21:33:54:677',10,0.474712,0.005813,4
5515,'2019/02/20 21:33:54:688',10,0.474712,0.005813,4
5516,'2019/02/20 21:33:54:699',10,0.474488,0.004451,4
5517,'2019/02/20 21:33:54:710',10,0.474488,0.004451,4
5518,'2019/02/20 21:33:54:721',10,0.477361,0.002013,4
5519,'2019/02/20 21:33:54:731',10,0.477361,0.002013,4
5520,'2019/02/20 21:33:54:743',10,0.47756,0.00307,4
5521,'2019/02/20 21:33:54:755',10,0.477361,0.002013,4
5522,'2019/02/20 21:33:54:765',10,0.477361,0.002013,4
5523,'2019/02/20 21:33:54:776',10,0.477361,0.002013,4
5524,'2019/02/20 21:33:54:787',10,0.477361,0.002013,4
5525,'2019/02/20 21:33:54:798',10,0.474488,0.004451,4
5526,'2019/02/20 21:33:54:809',10,0.474488,0.004451,4
5527,'2019/02/20 21:33:54:820',10,0.474712,0.005813,4
5528,'2019/02/20 21:33:54:831',10,0.474712,0.005813,4
5529,'2019/02/20 21:33:54:842',10,0.474262,0.00324,4
5530,'2019/02/20 21:33:54:854',10,0.47716,0.001074,4
5531,'2019/02/20 21:33:54:864',10,0.47716,0.001074,4
5532,'2019/02/20 21:33:54:876',10,0.474262,0.00324,4
5533,'2019/02/20 21:33:54:886',10,0.474262,0.00324,4
5534,'2019/02/20 21:33:54:897',10,0.474712,0.005813,4
5535,'2019/02/20 21:33:54:908',10,0.474712,0.005813,4
5536,'2019/02/20 21:33:54:919',10,0.474712,0.005813,4
5537,'2019/02/20 21:33:54:930',10,0.474712,0.005813,4
5538,'2019/02/20 21:33:54:941',10,0.471595,0.009342,4
5539,'2019/02/20 21:33:54:952',10,0.470835,0.004645,4
5540,'2019/02/20 21:33:54:963',10,0.470835,0.004645,4
5541,'2019/02/20 21:33:54:978',10,0.473805,0.001208,4
5542,'2019/02/20 21:33:54:988',10,0.473805,0.001208,4
5543,'2019/02/20 21:33:54:999',10,0.47716,0.001074,4
5544,'2019/02/20 21:33:55:010',10,0.47716,0.001074,4
5545,'2019/02/20 21:33:55:021',10,0.474488,0.004451,4
5546,'2019/02/20 21:33:55:033',10,0.474488,0.004451,4
5547,'2019/02/20 21:33:55:043',10,0.474488,0.004451,4
5548,'2019/02/20 21:33:55:054',10,0.474712,0.005813,4
5549,'2019/02/20 21:33:55:065',10,0.474712,0.005813,4
5550,'2019/02/20 21:33:55:076',10,0.474488,0.004451,4
5551,'2019/02/20 21:33:55:087',10,0.474488,0.004451,4
5552,'2019/02/20 21:33:55:099',10,0.477756,0.00426,4
5553,'2019/02/20 21:33:55:109',10,0.477756,0.00426,4
5554,'2019/02/20 21:33:55:120',10,0.47756,0.00307,4
5555,'2019/02/20 21:33:55:132',10,0.477361,0.002013,4
5556,'2019/02/20 21:33:55:143',10,0.477361,0.002013,4
5557,'2019/02/20 21:33:55:154',10,0.47756,0.00307,4
5558,'2019/02/20 21:33:55:165',10,0.47756,0.00307,4
5559,'2019/02/20 21:33:55:176',10,0.474262,0.00324,4
5560,'2019/02/20 21:33:55:186',10,0.474262,0.00324,4
5561,'2019/02/20 21:33:55:198',10,0.474712,0.005813,4
5562,'2019/02/20 21:33:55:208',10,0.474712,0.005813,4
5563,'2019/02/20 21:33:55:220',10,0.474712,0.005813,4
5564,'2019/02/20 21:33:55:231',10,0.478144,0.007103,4
5565,'2019/02/20 21:33:55:242',10,0.478144,0.007103,4
5566,'2019/02/20 21:33:55:253',10,0.474933,0.007344,4
5567,'2019/02/20 21:33:55:263',10,0.474933,0.007344,4
5568,'2019/02/20 21:33:55:275',10,0.474712,0.005813,4
5569,'2019/02/20 21:33:55:285',10,0.474712,0.005813,4
5570,'2019/02/20 21:33:55:297',10,0.477361,0.002013,4
5571,'2019/02/20 21:33:55:310',10,0.477361,0.002013,4
5572,'2019/02/20 21:33:55:322',10,0.479813,-0.000607,4
5573,'2019/02/20 21:33:55:333',10,0.47716,0.001074,4
5574,'2019/02/20 21:33:55:344',10,0.47716,0.001074,4
5575,'2019/02/20 21:33:55:355',10,0.474712,0.005813,4
5576,'2019/02/20 21:33:55:365',10,0.474712,0.005813,4
5577,'2019/02/20 21:33:55:377',10,0.474933,0.007344,4
5578,'2019/02/20 21:33:55:387',10,0.474933,0.007344,4
5579,'2019/02/20 21:33:55:399',10,0.474933,0.007344,4
5580,'2019/02/20 21:33:55:411',10,0.47756,0.00307,4
5581,'2019/02/20 21:33:55:421',10,0.47756,0.00307,4
5582,'2019/02/20 21:33:55:432',10,0.482711,0.000007,4
5583,'2019/02/20 21:33:55:443',10,0.482711,0.000007,4
5584,'2019/02/20 21:33:55:454',10,0.482557,-0.000709,4
5585,'2019/02/20 21:33:55:465',10,0.482557,-0.000709,4
5586,'2019/02/20 21:33:55:476',10,0.483013,0.001719,4
5587,'2019/02/20 21:33:55:487',10,0.483013,0.001719,4
5588,'2019/02/20 21:33:55:498',10,0.483309,0.003888,4
5589,'2019/02/20 21:33:55:509',10,0.48102,0.006865,4
5590,'2019/02/20 21:33:55:520',10,0.48102,0.006865,4
5591,'2019/02/20 21:33:55:531',10,0.48102,0.006865,4
5592,'2019/02/20 21:33:55:542',10,0.48102,0.006865,4
5593,'2019/02/20 21:33:55:553',10,0.483309,0.003888,4
5594,'2019/02/20 21:33:55:564',10,0.483309,0.003888,4
5595,'2019/02/20 21:33:55:575',10,0.483013,0.001719,4
5596,'2019/02/20 21:33:55:586',10,0.483013,0.001719,4
5597,'2019/02/20 21:33:55:597',10,0.483013,0.001719,4
5598,'2019/02/20 21:33:55:609',10,0.483455,0.00518,4
5599,'2019/02/20 21:33:55:619',10,0.483455,0.00518,4
5600,'2019/02/20 21:33:55:630',10,0.48102,0.006865,4
5601,'2019/02/20 21:33:55:644',10,0.48102,0.006865,4
5602,'2019/02/20 21:33:55:655',10,0.485544,0.002579,4
5603,'2019/02/20 21:33:55:666',10,0.485544,0.002579,4
5604,'2019/02/20 21:33:55:677',10,0.485157,-0.000106,4
5605,'2019/02/20 21:33:55:689',10,0.485544,0.002579,4
5606,'2019/02/20 21:33:55:699',10,0.485544,0.002579,4
5607,'2019/02/20 21:33:55:711',10,0.485795,0.004976,4
5608,'2019/02/20 21:33:55:721',10,0.485795,0.004976,4
5609,'2019/02/20 21:33:55:733',10,0.487906,0.004776,4
5610,'2019/02/20 21:33:55:743',10,0.487906,0.004776,4
5611,'2019/02/20 21:33:55:754',10,0.489639,0.002265,4
5612,'2019/02/20 21:33:55:765',10,0.489639,0.002265,4
5613,'2019/02/20 21:33:55:777',10,0.489455,0.000438,4
5614,'2019/02/20 21:33:55:788',10,0.489547,0.001298,4
5615,'2019/02/20 21:33:55:798',10,0.489547,0.001298,4
5616,'2019/02/20 21:33:55:810',10,0.489547,0.001298,4
5617,'2019/02/20 21:33:55:820',10,0.489547,0.001298,4
5618,'2019/02/20 21:33:55:831',10,0.491334,0.001162,4
5619,'2019/02/20 21:33:55:842',10,0.491334,0.001162,4
5620,'2019/02/20 21:33:55:854',10,0.49141,0.002113,4
5621,'2019/02/20 21:33:55:864',10,0.49141,0.002113,4
5622,'2019/02/20 21:33:55:875',10,0.489819,0.004579,4
5623,'2019/02/20 21:33:55:887',10,0.489907,0.005957,4
5624,'2019/02/20 21:33:55:897',10,0.489907,0.005957,4
5625,'2019/02/20 21:33:55:909',10,0.491485,0.003182,4
5626,'2019/02/20 21:33:55:919',10,0.491485,0.003182,4
5627,'2019/02/20 21:33:55:930',10,0.49141,0.002113,4
5628,'2019/02/20 21:33:55:941',10,0.49141,0.002113,4
5629,'2019/02/20 21:33:55:952',10,0.492907,0.000199,4
5630,'2019/02/20 21:33:55:966',10,0.492907,0.000199,4
5631,'2019/02/20 21:33:55:977',10,0.494376,-0.000641,4
5632,'2019/02/20 21:33:55:989',10,0.494376,-0.000641,4
5633,'2019/02/20 21:33:55:999',10,0.494376,-0.000641,4
5634,'2019/02/20 21:33:56:011',10,0.494427,0.000083,4
5635,'2019/02/20 21:33:56:021',10,0.494427,0.000083,4
5636,'2019/02/20 21:33:56:033',10,0.494477,0.000898,4
5637,'2019/02/20 21:33:56:043',10,0.494477,0.000898,4
5638,'2019/02/20 21:33:56:054',10,0.494477,0.000898,4
5639,'2019/02/20 21:33:56:066',10,0.495916,0.001671,4
5640,'2019/02/20 21:33:56:077',10,0.495916,0.001671,4
5641,'2019/02/20 21:33:56:088',10,0.494576,0.002848,4
5642,'2019/02/20 21:33:56:098',10,0.494576,0.002848,4
5643,'2019/02/20 21:33:56:110',10,0.495878,0.000769,4
5644,'2019/02/20 21:33:56:120',10,0.495878,0.000769,4
5645,'2019/02/20 21:33:56:132',10,0.495839,-0.000031,4
5646,'2019/02/20 21:33:56:142',10,0.495839,-0.000031,4
5647,'2019/02/20 21:33:56:153',10,0.495839,-0.000031,4
5648,'2019/02/20 21:33:56:165',10,0.494576,0.002848,4
5649,'2019/02/20 21:33:56:175',10,0.494576,0.002848,4
5650,'2019/02/20 21:33:56:187',10,0.493093,0.003014,4
5651,'2019/02/20 21:33:56:197',10,0.493093,0.003014,4
5652,'2019/02/20 21:33:56:209',10,0.494527,0.001815,4
5653,'2019/02/20 21:33:56:219',10,0.494527,0.001815,4
5654,'2019/02/20 21:33:56:230',10,0.494427,0.000083,4
5655,'2019/02/20 21:33:56:241',10,0.494427,0.000083,4
5656,'2019/02/20 21:33:56:253',10,0.494477,0.000898,4
5657,'2019/02/20 21:33:56:264',10,0.493093,0.003014,4
5658,'2019/02/20 21:33:56:274',10,0.493093,0.003014,4
5659,'2019/02/20 21:33:56:286',10,0.494576,0.002848,4
5660,'2019/02/20 21:33:56:299',10,0.494576,0.002848,4
5661,'2019/02/20 21:33:56:311',10,0.494477,0.000898,4
5662,'2019/02/20 21:33:56:321',10,0.494477,0.000898,4
5663,'2019/02/20 21:33:56:333',10,0.494477,0.000898,4
5664,'2019/02/20 21:33:56:344',10,0.494527,0.001815,4
5665,'2019/02/20 21:33:56:354',10,0.494527,0.001815,4
5666,'2019/02/20 21:33:56:366',10,0.494477,0.000898,4
5667,'2019/02/20 21:33:56:377',10,0.494477,0.000898,4
5668,'2019/02/20 21:33:56:388',10,0.494477,0.000898,4
5669,'2019/02/20 21:33:56:398',10,0.494477,0.000898,4
5670,'2019/02/20 21:33:56:410',10,0.494527,0.001815,4
5671,'2019/02/20 21:33:56:420',10,0.494527,0.001815,4
5672,'2019/02/20 21:33:56:432',10,0.494576,0.002848,4
5673,'2019/02/20 21:33:56:443',10,0.494477,0.000898,4
5674,'2019/02/20 21:33:56:454',10,0.494477,0.000898,4
5675,'2019/02/20 21:33:56:465',10,0.492907,0.000199,4
5676,'2019/02/20 21:33:56:476',10,0.492907,0.000199,4
5677,'2019/02/20 21:33:56:487',10,0.493032,0.001963,4
5678,'2019/02/20 21:33:56:498',10,0.493032,0.001963,4
5679,'2019/02/20 21:33:56:509',10,0.493093,0.003014,4
5680,'2019/02/20 21:33:56:519',10,0.493093,0.003014,4
5681,'2019/02/20 21:33:56:531',10,0.493093,0.003014,4
5682,'2019/02/20 21:33:56:542',10,0.492969,0.001029,4
5683,'2019/02/20 21:33:56:553',10,0.492969,0.001029,4
5684,'2019/02/20 21:33:56:564',10,0.493032,0.001963,4
5685,'2019/02/20 21:33:56:574',10,0.493032,0.001963,4
5686,'2019/02/20 21:33:56:587',10,0.494477,0.000898,4
5687,'2019/02/20 21:33:56:596',10,0.494477,0.000898,4
5688,'2019/02/20 21:33:56:608',10,0.494477,0.000898,4
5689,'2019/02/20 21:33:56:618',10,0.494477,0.000898,4
5690,'2019/02/20 21:33:56:633',10,0.494576,0.002848,4
5691,'2019/02/20 21:33:56:644',10,0.494527,0.001815,4
5692,'2019/02/20 21:33:56:655',10,0.494527,0.001815,4
5693,'2019/02/20 21:33:56:666',10,0.494527,0.001815,4
5694,'2019/02/20 21:33:56:677',10,0.494527,0.001815,4
5695,'2019/02/20 21:33:56:688',10,0.495878,0.000769,4
5696,'2019/02/20 21:33:56:699',10,0.495878,0.000769,4
5697,'2019/02/20 21:33:56:710',10,0.495839,-0.000031,4
5698,'2019/02/20 21:33:56:721',10,0.494477,0.000898,4
5699,'2019/02/20 21:33:56:732',10,0.494477,0.000898,4
5700,'2019/02/20 21:33:56:744',10,0.493032,0.001963,4
5701,'2019/02/20 21:33:56:754',10,0.493032,0.001963,4
5702,'2019/02/20 21:33:56:765',10,0.493093,0.003014,4
5703,'2019/02/20 21:33:56:776',10,0.493093,0.003014,4
5704,'2019/02/20 21:33:56:787',10,0.493093,0.003014,4
5705,'2019/02/20 21:33:56:798',10,0.493093,0.003014,4
5706,'2019/02/20 21:33:56:809',10,0.493093,0.003014,4
5707,'2019/02/20 21:33:56:821',10,0.494325,-0.001284,4
5708,'2019/02/20 21:33:56:831',10,0.494325,-0.001284,4
5709,'2019/02/20 21:33:56:842',10,0.494325,-0.001284,4
5710,'2019/02/20 21:33:56:853',10,0.494325,-0.001284,4
5711,'2019/02/20 21:33:56:864',10,0.494427,0.000083,4
5712,'2019/02/20 21:33:56:875',10,0.494427,0.000083,4
5713,'2019/02/20 21:33:56:886',10,0.493214,0.005526,4
5714,'2019/02/20 21:33:56:896',10,0.493214,0.005526,4
5715,'2019/02/20 21:33:56:908',10,0.493154,0.004196,4
5716,'2019/02/20 21:33:56:919',10,0.494527,0.001815,4
5717,'2019/02/20 21:33:56:930',10,0.494527,0.001815,4
5718,'2019/02/20 21:33:56:941',10,0.494576,0.002848,4
5719,'2019/02/20 21:33:56:955',10,0.494576,0.002848,4
5720,'2019/02/20 21:33:56:966',10,0.494576,0.002848,4
5721,'2019/02/20 21:33:56:977',10,0.494576,0.002848,4
5722,'2019/02/20 21:33:56:988',10,0.4958,-0.000743,4
5723,'2019/02/20 21:33:57:000',10,0.497045,-0.002504,4
5724,'2019/02/20 21:33:57:010',10,0.497045,-0.002504,4
5725,'2019/02/20 21:33:57:021',10,0.4958,-0.000743,4
5726,'2019/02/20 21:33:57:032',10,0.4958,-0.000743,4
5727,'2019/02/20 21:33:57:044',10,0.494719,0.006786,4
5728,'2019/02/20 21:33:57:054',10,0.494719,0.006786,4
5729,'2019/02/20 21:33:57:065',10,0.493332,0.008704,4
5730,'2019/02/20 21:33:57:075',10,0.493332,0.008704,4
5731,'2019/02/20 21:33:57:088',10,0.494477,0.000898,4
5732,'2019/02/20 21:33:57:099',10,0.494376,-0.000641,4
5733,'2019/02/20 21:33:57:109',10,0.494376,-0.000641,4
5734,'2019/02/20 21:33:57:120',10,0.494427,0.000083,4
5735,'2019/02/20 21:33:57:131',10,0.494427,0.000083,4
5736,'2019/02/20 21:33:57:142',10,0.494527,0.001815,4
5737,'2019/02/20 21:33:57:153',10,0.494527,0.001815,4
5738,'2019/02/20 21:33:57:164',10,0.494527,0.001815,4
5739,'2019/02/20 21:33:57:175',10,0.494527,0.001815,4
5740,'2019/02/20 21:33:57:186',10,0.494477,0.000898,4
5741,'2019/02/20 21:33:57:198',10,0.495916,0.001671,4
5742,'2019/02/20 21:33:57:208',10,0.495916,0.001671,4
5743,'2019/02/20 21:33:57:219',10,0.494527,0.001815,4
5744,'2019/02/20 21:33:57:230',10,0.494527,0.001815,4
5745,'2019/02/20 21:33:57:241',10,0.494624,0.00401,4
5746,'2019/02/20 21:33:57:252',10,0.494624,0.00401,4
5747,'2019/02/20 21:33:57:263',10,0.493093,0.003014,4
5748,'2019/02/20 21:33:57:274',10,0.493093,0.003014,4
5749,'2019/02/20 21:33:57:288',10,0.494576,0.002848,4
5750,'2019/02/20 21:33:57:300',10,0.494527,0.001815,4
5751,'2019/02/20 21:33:57:310',10,0.494527,0.001815,4
5752,'2019/02/20 21:33:57:322',10,0.4958,-0.000743,4
5753,'2019/02/20 21:33:57:332',10,0.4958,-0.000743,4
5754,'2019/02/20 21:33:57:344',10,0.4958,-0.000743,4
5755,'2019/02/20 21:33:57:354',10,0.4958,-0.000743,4
5756,'2019/02/20 21:33:57:365',10,0.495916,0.001671,4
5757,'2019/02/20 21:33:57:377',10,0.494624,0.00401,4
5758,'2019/02/20 21:33:57:387',10,0.494624,0.00401,4
5759,'2019/02/20 21:33:57:399',10,0.494576,0.002848,4
5760,'2019/02/20 21:33:57:409',10,0.494576,0.002848,4
5761,'2019/02/20 21:33:57:421',10,0.495954,0.002685,4
5762,'2019/02/20 21:33:57:431',10,0.495954,0.002685,4
5763,'2019/02/20 21:33:57:442',10,0.495916,0.001671,4
5764,'2019/02/20 21:33:57:453',10,0.495916,0.001671,4
5765,'2019/02/20 21:33:57:464',10,0.495916,0.001671,4
5766,'2019/02/20 21:33:57:476',10,0.495878,0.000769,4
5767,'2019/02/20 21:33:57:486',10,0.495878,0.000769,4
5768,'2019/02/20 21:33:57:499',10,0.497191,0.000643,4
5769,'2019/02/20 21:33:57:508',10,0.497191,0.000643,4
5770,'2019/02/20 21:33:57:520',10,0.494576,0.002848,4
5771,'2019/02/20 21:33:57:530',10,0.494576,0.002848,4
5772,'2019/02/20 21:33:57:542',10,0.493093,0.003014,4
5773,'2019/02/20 21:33:57:552',10,0.493093,0.003014,4
5774,'2019/02/20 21:33:57:563',10,0.493093,0.003014,4
5775,'2019/02/20 21:33:57:575',10,0.494624,0.00401,4
5776,'2019/02/20 21:33:57:589',10,0.494624,0.00401,4
5777,'2019/02/20 21:33:57:596',10,0.494576,0.002848,4
5778,'2019/02/20 21:33:57:607',10,0.494576,0.002848,4
5779,'2019/02/20 21:33:57:621',10,0.495954,0.002685,4
5780,'2019/02/20 21:33:57:632',10,0.495954,0.002685,4
5781,'2019/02/20 21:33:57:644',10,0.497191,0.000643,4
5782,'2019/02/20 21:33:57:655',10,0.498395,-0.00094,4
5783,'2019/02/20 21:33:57:665',10,0.498395,-0.00094,4
5784,'2019/02/20 21:33:57:677',10,0.4996,-0.001036,4
5785,'2019/02/20 21:33:57:687',10,0.4996,-0.001036,4
5786,'2019/02/20 21:33:57:698',10,0.500761,-0.001719,4
5787,'2019/02/20 21:33:57:709',10,0.500761,-0.001719,4
5788,'2019/02/20 21:33:57:720',10,0.500761,-0.001719,4
5789,'2019/02/20 21:33:57:731',10,0.500761,-0.001719,4
5790,'2019/02/20 21:33:57:742',10,0.4996,-0.001036,4
5791,'2019/02/20 21:33:57:754',10,0.499629,0.001252,4
5792,'2019/02/20 21:33:57:764',10,0.499629,0.001252,4
5793,'2019/02/20 21:33:57:776',10,0.499629,0.001252,4
5794,'2019/02/20 21:33:57:787',10,0.499629,0.001252,4
5795,'2019/02/20 21:33:57:797',10,0.498469,0.002368,4
5796,'2019/02/20 21:33:57:807',10,0.498469,0.002368,4
5797,'2019/02/20 21:33:57:819',10,0.498469,0.002368,4
5798,'2019/02/20 21:33:57:829',10,0.498469,0.002368,4
5799,'2019/02/20 21:33:57:841',10,0.498486,0.00347,4
5800,'2019/02/20 21:33:57:852',10,0.498469,0.002368,4
5801,'2019/02/20 21:33:57:862',10,0.498469,0.002368,4
5802,'2019/02/20 21:33:57:874',10,0.500766,0.000277,4
5803,'2019/02/20 21:33:57:884',10,0.500766,0.000277,4
5804,'2019/02/20 21:33:57:896',10,0.501891,-0.000573,4
5805,'2019/02/20 21:33:57:906',10,0.501891,-0.000573,4
5806,'2019/02/20 21:33:57:926',10,0.500764,-0.000468,4
5807,'2019/02/20 21:33:57:928',10,0.500764,-0.000468,4
5808,'2019/02/20 21:33:57:943',10,0.500767,0.001117,4
5809,'2019/02/20 21:33:57:954',10,0.501884,0.00016,4
5810,'2019/02/20 21:33:57:964',10,0.501884,0.00016,4
5811,'2019/02/20 21:33:57:976',10,0.501878,0.000985,4
5812,'2019/02/20 21:33:57:986',10,0.501878,0.000985,4
5813,'2019/02/20 21:33:57:998',10,0.501884,0.00016,4
5814,'2019/02/20 21:33:58:008',10,0.501884,0.00016,4
5815,'2019/02/20 21:33:58:019',10,0.501898,-0.001224,4
5816,'2019/02/20 21:33:58:030',10,0.501898,-0.001224,4
5817,'2019/02/20 21:33:58:041',10,0.501884,0.00016,4
5818,'2019/02/20 21:33:58:053',10,0.499638,0.002214,4
5819,'2019/02/20 21:33:58:063',10,0.499638,0.002214,4
5820,'2019/02/20 21:33:58:075',10,0.500767,0.001117,4
5821,'2019/02/20 21:33:58:085',10,0.500767,0.001117,4
5822,'2019/02/20 21:33:58:097',10,0.500766,0.000277,4
5823,'2019/02/20 21:33:58:107',10,0.500766,0.000277,4
5824,'2019/02/20 21:33:58:118',10,0.500767,0.002062,4
5825,'2019/02/20 21:33:58:129',10,0.500767,0.002062,4
5826,'2019/02/20 21:33:58:140',10,0.500768,0.003125,4
5827,'2019/02/20 21:33:58:151',10,0.501871,0.001913,4
5828,'2019/02/20 21:33:58:162',10,0.501871,0.001913,4
5829,'2019/02/20 21:33:58:173',10,0.502974,0.000854,4
5830,'2019/02/20 21:33:58:184',10,0.502974,0.000854,4
5831,'2019/02/20 21:33:58:195',10,0.502988,0.000044,4
5832,'2019/02/20 21:33:58:206',10,0.502988,0.000044,4
5833,'2019/02/20 21:33:58:217',10,0.50413,-0.001404,4
5834,'2019/02/20 21:33:58:227',10,0.50413,-0.001404,4
5835,'2019/02/20 21:33:58:239',10,0.50413,-0.001404,4
5836,'2019/02/20 21:33:58:250',10,0.504087,-0.000069,4
5837,'2019/02/20 21:33:58:261',10,0.504087,-0.000069,4
5838,'2019/02/20 21:33:58:275',10,0.504066,0.000727,4
5839,'2019/02/20 21:33:58:286',10,0.504066,0.000727,4
5840,'2019/02/20 21:33:58:298',10,0.504087,-0.000069,4
5841,'2019/02/20 21:33:58:308',10,0.504087,-0.000069,4
5842,'2019/02/20 21:33:58:319',10,0.504087,-0.000069,4
5843,'2019/02/20 21:33:58:331',10,0.504045,0.001623,4
5844,'2019/02/20 21:33:58:342',10,0.504045,0.001623,4
5845,'2019/02/20 21:33:58:352',10,0.505137,0.001481,4
5846,'2019/02/20 21:33:58:363',10,0.505137,0.001481,4
5847,'2019/02/20 21:33:58:374',10,0.504066,0.000727,4
5848,'2019/02/20 21:33:58:385',10,0.504066,0.000727,4
5849,'2019/02/20 21:33:58:396',10,0.505194,-0.000181,4
5850,'2019/02/20 21:33:58:406',10,0.505194,-0.000181,4
5851,'2019/02/20 21:33:58:418',10,0.504087,-0.000069,4
5852,'2019/02/20 21:33:58:430',10,0.504087,-0.000069,4
5853,'2019/02/20 21:33:58:440',10,0.504087,-0.000069,4
5854,'2019/02/20 21:33:58:451',10,0.505194,-0.000181,4
5855,'2019/02/20 21:33:58:461',10,0.505194,-0.000181,4
5856,'2019/02/20 21:33:58:473',10,0.504066,0.000727,4
5857,'2019/02/20 21:33:58:483',10,0.504066,0.000727,4
5858,'2019/02/20 21:33:58:496',10,0.504045,0.001623,4
5859,'2019/02/20 21:33:58:505',10,0.504045,0.001623,4
5860,'2019/02/20 21:33:58:517',10,0.505222,-0.000875,4
5861,'2019/02/20 21:33:58:528',10,0.505194,-0.000181,4
5862,'2019/02/20 21:33:58:539',10,0.505194,-0.000181,4
5863,'2019/02/20 21:33:58:550',10,0.504045,0.001623,4
5864,'2019/02/20 21:33:58:560',10,0.504045,0.001623,4
5865,'2019/02/20 21:33:58:572',10,0.504023,0.002631,4
5866,'2019/02/20 21:33:58:582',10,0.504023,0.002631,4
5867,'2019/02/20 21:33:58:594',10,0.504045,0.001623,4
5868,'2019/02/20 21:33:58:607',10,0.504045,0.001623,4
5869,'2019/02/20 21:33:58:618',10,0.504045,0.001623,4
5870,'2019/02/20 21:33:58:630',10,0.505166,0.000601,4
5871,'2019/02/20 21:33:58:640',10,0.505166,0.000601,4
5872,'2019/02/20 21:33:58:652',10,0.505194,-0.000181,4
5873,'2019/02/20 21:33:58:662',10,0.505194,-0.000181,4
5874,'2019/02/20 21:33:58:673',10,0.506317,-0.00029,4
5875,'2019/02/20 21:33:58:684',10,0.506317,-0.00029,4
5876,'2019/02/20 21:33:58:696',10,0.506282,0.000478,4
5877,'2019/02/20 21:33:58:707',10,0.506282,0.000478,4
5878,'2019/02/20 21:33:58:717',10,0.506282,0.000478,4
5879,'2019/02/20 21:33:58:729',10,0.507509,-0.001068,4
5880,'2019/02/20 21:33:58:739',10,0.507509,-0.001068,4
5881,'2019/02/20 21:33:58:751',10,0.508799,-0.002266,4
5882,'2019/02/20 21:33:58:761',10,0.508799,-0.002266,4
5883,'2019/02/20 21:33:58:773',10,0.508751,-0.001747,4
5884,'2019/02/20 21:33:58:783',10,0.508751,-0.001747,4
5885,'2019/02/20 21:33:58:795',10,0.508654,-0.000504,4
5886,'2019/02/20 21:33:58:806',10,0.507384,0.001206,4
5887,'2019/02/20 21:33:58:816',10,0.507384,0.001206,4
